30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
29.66666667,29.66666667,29.66666667,29.66666667,29.66666667,29.66666667,29.66666667,29.66666667,29.66666667,29.66666667,29.66666667,29.66666667,29.66666667,29.66666667,29.66666667,29.66666667,29.66666667,29.66666667,29.66666667,29.66666667,29.66666667,29.66666667,29.66666667,29.66666667,29.66666667,29.66666667,29.66666667,29.66666667,29.66666667,29.66666667,29.66666667,29.66666667,29.66666667,29.66666667,29.66666667,29.66666667,29.66666667,29.66666667,29.66666667,29.66666667,29.66666667,29.66666667,29.66666667,29.66666667,29.66666667,29.66666667,29.66666667,29.66666667,29.66666667,29.66666667,29.66666667,29.66666667,29.66666667,29.66666667,29.66666667,29.66666667,29.66666667,29.66666667,29.66666667,29.66666667,29.66666667
29.33333333,29.33333333,29.33333333,29.33333333,29.33333333,29.33333333,29.33333333,29.33333333,29.33333333,29.33333333,29.33333333,29.33333333,29.33333333,29.33333333,29.33333333,29.33333333,29.33333333,29.33333333,29.33333333,29.33333333,29.33333333,29.33333333,29.33333333,29.33333333,29.33333333,29.33333333,29.33333333,29.33333333,29.33333333,29.33333333,29.33333333,29.33333333,29.33333333,29.33333333,29.33333333,29.33333333,29.33333333,29.33333333,29.33333333,29.33333333,29.33333333,29.33333333,29.33333333,29.33333333,29.33333333,29.33333333,29.33333333,29.33333333,29.33333333,29.33333333,29.33333333,29.33333333,29.33333333,29.33333333,29.33333333,29.33333333,29.33333333,29.33333333,29.33333333,29.33333333,29.33333333
29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29
28.66666667,28.66666667,28.66666667,28.66666667,28.66666667,28.66666667,28.66666667,28.66666667,28.66666667,28.66666667,28.66666667,28.66666667,28.66666667,28.66666667,28.66666667,28.66666667,28.66666667,28.66666667,28.66666667,28.66666667,28.66666667,28.66666667,28.66666667,28.66666667,28.66666667,28.66666667,28.66666667,28.66666667,28.66666667,28.66666667,28.66666667,28.66666667,28.66666667,28.66666667,28.66666667,28.66666667,28.66666667,28.66666667,28.66666667,28.66666667,28.66666667,28.66666667,28.66666667,28.66666667,28.66666667,28.66666667,28.66666667,28.66666667,28.66666667,28.66666667,28.66666667,28.66666667,28.66666667,28.66666667,28.66666667,28.66666667,28.66666667,28.66666667,28.66666667,28.66666667,28.66666667
28.33333333,28.33333333,28.33333333,28.33333333,28.33333333,28.33333333,28.33333333,28.33333333,28.33333333,28.33333333,28.33333333,28.33333333,28.33333333,28.33333333,28.33333333,28.33333333,28.33333333,28.33333333,28.33333333,28.33333333,28.33333333,28.33333333,28.33333333,28.33333333,28.33333333,28.33333333,28.33333333,28.33333333,28.33333333,28.33333333,28.33333333,28.33333333,28.33333333,28.33333333,28.33333333,28.33333333,28.33333333,28.33333333,28.33333333,28.33333333,28.33333333,28.33333333,28.33333333,28.33333333,28.33333333,28.33333333,28.33333333,28.33333333,28.33333333,28.33333333,28.33333333,28.33333333,28.33333333,28.33333333,28.33333333,28.33333333,28.33333333,28.33333333,28.33333333,28.33333333,28.33333333
28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28
27.66666667,27.66666667,27.66666667,27.66666667,27.66666667,27.66666667,27.66666667,27.66666667,27.66666667,27.66666667,27.66666667,27.66666667,27.66666667,27.66666667,27.66666667,27.66666667,27.66666667,27.66666667,27.66666667,27.66666667,27.66666667,27.66666667,27.66666667,27.66666667,27.66666667,27.66666667,27.66666667,27.66666667,27.66666667,27.66666667,27.66666667,27.66666667,27.66666667,27.66666667,27.66666667,27.66666667,27.66666667,27.66666667,27.66666667,27.66666667,27.66666667,27.66666667,27.66666667,27.66666667,27.66666667,27.66666667,27.66666667,27.66666667,27.66666667,27.66666667,27.66666667,27.66666667,27.66666667,27.66666667,27.66666667,27.66666667,27.66666667,27.66666667,27.66666667,27.66666667,27.66666667
27.33333333,27.33333333,27.33333333,27.33333333,27.33333333,27.33333333,27.33333333,27.33333333,27.33333333,27.33333333,27.33333333,27.33333333,27.33333333,27.33333333,27.33333333,27.33333333,27.33333333,27.33333333,27.33333333,27.33333333,27.33333333,27.33333333,27.33333333,27.33333333,27.33333333,27.33333333,27.33333333,27.33333333,27.33333333,27.33333333,27.33333333,27.33333333,27.33333333,27.33333333,27.33333333,27.33333333,27.33333333,27.33333333,27.33333333,27.33333333,27.33333333,27.33333333,27.33333333,27.33333333,27.33333333,27.33333333,27.33333333,27.33333333,27.33333333,27.33333333,27.33333333,27.33333333,27.33333333,27.33333333,27.33333333,27.33333333,27.33333333,27.33333333,27.33333333,27.33333333,27.33333333
27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27
26.66666667,26.66666667,26.66666667,26.66666667,26.66666667,26.66666667,26.66666667,26.66666667,26.66666667,26.66666667,26.66666667,26.66666667,26.66666667,26.66666667,26.66666667,26.66666667,26.66666667,26.66666667,26.66666667,26.66666667,26.66666667,26.66666667,26.66666667,26.66666667,26.66666667,26.66666667,26.66666667,26.66666667,26.66666667,26.66666667,26.66666667,26.66666667,26.66666667,26.66666667,26.66666667,26.66666667,26.66666667,26.66666667,26.66666667,26.66666667,26.66666667,26.66666667,26.66666667,26.66666667,26.66666667,26.66666667,26.66666667,26.66666667,26.66666667,26.66666667,26.66666667,26.66666667,26.66666667,26.66666667,26.66666667,26.66666667,26.66666667,26.66666667,26.66666667,26.66666667,26.66666667
26.33333333,26.33333333,26.33333333,26.33333333,26.33333333,26.33333333,26.33333333,26.33333333,26.33333333,26.33333333,26.33333333,26.33333333,26.33333333,26.33333333,26.33333333,26.33333333,26.33333333,26.33333333,26.33333333,26.33333333,26.33333333,26.33333333,26.33333333,26.33333333,26.33333333,26.33333333,26.33333333,26.33333333,26.33333333,26.33333333,26.33333333,26.33333333,26.33333333,26.33333333,26.33333333,26.33333333,26.33333333,26.33333333,26.33333333,26.33333333,26.33333333,26.33333333,26.33333333,26.33333333,26.33333333,26.33333333,26.33333333,26.33333333,26.33333333,26.33333333,26.33333333,26.33333333,26.33333333,26.33333333,26.33333333,26.33333333,26.33333333,26.33333333,26.33333333,26.33333333,26.33333333
26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26
25.66666667,25.66666667,25.66666667,25.66666667,25.66666667,25.66666667,25.66666667,25.66666667,25.66666667,25.66666667,25.66666667,25.66666667,25.66666667,25.66666667,25.66666667,25.66666667,25.66666667,25.66666667,25.66666667,25.66666667,25.66666667,25.66666667,25.66666667,25.66666667,25.66666667,25.66666667,25.66666667,25.66666667,25.66666667,25.66666667,25.66666667,25.66666667,25.66666667,25.66666667,25.66666667,25.66666667,25.66666667,25.66666667,25.66666667,25.66666667,25.66666667,25.66666667,25.66666667,25.66666667,25.66666667,25.66666667,25.66666667,25.66666667,25.66666667,25.66666667,25.66666667,25.66666667,25.66666667,25.66666667,25.66666667,25.66666667,25.66666667,25.66666667,25.66666667,25.66666667,25.66666667
