1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.000154279,-0.000132194,-8.00E-05,-8.87E-06,4.74E-05,7.18E-05,4.93E-05,3.77E-06,-3.96E-05,-6.63E-05,-6.77E-05,-6.35E-05,-6.49E-05,-5.89E-05,-4.83E-05,-4.36E-05,-6.01E-05,-6.03E-05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000189598,0.000313728,0.000297029,0.000134896,-3.91E-05,-0.000174686,-0.00025606,-0.000258107,-0.000224274,-0.00016943,-7.68E-05,2.54E-05,0.000115617,0.000185529,0.000226669,0.000226864,0.00017266,9.69E-05,4.44E-05,1.04E-05,-3.10E-05,-8.78E-05,-0.000150457
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.000108106,-0.000107322,-8.99E-05,-2.98E-05,4.30E-05,8.78E-05,7.29E-05,4.36E-05,1.31E-05,-2.19E-05,-4.72E-05,-6.39E-05,-7.53E-05,-6.62E-05,-4.26E-05,-2.03E-05,-2.46E-05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0001652,0.000138135,1.91E-05,-0.000100768,-0.000169019,-0.000177086,-0.000182131,-0.000171396,-0.000159338,-0.00010997,-1.16E-05,8.28E-05,0.000156893,0.000192712,0.000210373,0.000259047,0.00028719,0.000263569,0.000197689,0.000120101,3.75E-05,-3.61E-05,-0.000112698
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-7.82E-05,-3.36E-05,3.28E-05,7.34E-05,7.06E-05,5.78E-05,3.00E-05,-1.18E-05,-4.58E-05,-6.19E-05,-6.10E-05,-4.06E-05,-1.34E-05,6.06E-06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000108305,-2.38E-05,-0.000167099,-0.000285589,-0.000302762,-0.000240741,-0.000135955,-5.42E-05,-3.63E-05,-1.37E-05,1.44E-05,3.57E-05,7.45E-05,9.50E-05,0.000122215,0.000198349,0.000269521,0.0002863,0.000237542,0.000145174,5.24E-05,-2.33E-05,-8.87E-05
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-3.43E-05,-7.02E-06,1.94E-05,4.23E-05,5.71E-05,4.92E-05,1.76E-05,-1.41E-05,-3.67E-05,-3.88E-05,-2.22E-05,-3.83E-06,1.78E-05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-3.84E-05,-0.00016405,-0.000303245,-0.000406705,-0.000424859,-0.000370878,-0.000258914,-0.000172449,-0.000124397,-8.66E-05,-0.000100508,-0.000120844,-0.000104902,-4.92E-05,3.37E-05,0.000129665,0.000218865,0.000258184,0.000238465,0.000184233,0.000128139,6.40E-05,1.68E-05
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-9.83E-06,6.91E-06,3.11E-05,1.76E-05,-1.76E-05,-2.46E-05,-2.94E-05,-1.88E-05,NaN,NaN,1.92E-05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.000181938,-0.000303799,-0.000408998,-0.000489699,-0.000518888,-0.000482372,-0.00044617,-0.000427584,-0.000406328,-0.000385293,-0.000384868,-0.000402389,-0.000401597,-0.000303818,-0.00017001,-4.78E-05,5.88E-05,0.000142977,0.000185771,0.000197277,0.000181695,0.000130589,7.79E-05
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.000284115,-0.000410883,-0.000476965,-0.000503755,-0.000502481,-0.000492706,-0.000502054,-0.000536768,-0.000573283,-0.000597676,-0.00059599,-0.000609784,-0.000595783,-0.000513618,-0.000408565,-0.000299605,-0.000176739,-4.12E-05,5.64E-05,0.000123529,0.000148015,0.000138226,0.000104345
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.000127938,-0.000189576,-0.000273717,-0.000359361,-0.000395496,-0.000377709,-0.000360127,-0.000371606,-0.000388426,-0.000421125,-0.000460065,-0.000487201,-0.000498132,-0.000502335,-0.000523637,-0.000556387,-0.000558895,-0.000499,-0.000368045,-0.000224809,-0.00010686,-2.97E-05,2.62E-05,6.98E-05,9.44E-05
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-8.08E-05,-0.000137461,-0.000153758,-0.000178109,-0.000186113,-0.000160418,-0.000128944,-0.000128565,-0.000163132,-0.000204579,-0.000233929,-0.000263992,-0.000280364,-0.000292108,-0.000366524,-0.000479246,-0.000552264,-0.000554817,-0.000497327,-0.000400848,-0.00027775,-0.000191506,-0.000146997,-0.000106187,-2.88E-05
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-5.99E-05,-7.16E-05,3.79E-06,6.92E-05,7.87E-05,6.78E-05,6.34E-05,4.72E-05,2.08E-05,-1.77E-05,-5.57E-05,-8.34E-05,-1.00E-04,-0.000126793,-0.000186225,-0.000286106,-0.000364867,-0.000437746,-0.000495109,-0.000494999,-0.000412277,-0.000319691,-0.00028019,-0.000241026,-0.000157248
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-9.38E-05,-4.00E-05,6.58E-05,0.000178601,0.000209684,0.000170718,0.000105652,7.71E-05,6.74E-05,5.82E-05,5.61E-05,4.77E-05,2.91E-05,-6.99E-06,-5.05E-05,-9.35E-05,-0.000145397,-0.000227164,-0.000337004,-0.000419432,-0.000426851,-0.000375944,-0.000317291,-0.000265789,-0.000184823
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.000145816,-7.62E-05,1.92E-05,8.80E-05,0.000123826,0.000129219,7.30E-05,4.17E-05,3.83E-05,7.27E-05,0.000112691,0.000114166,6.48E-05,3.31E-06,-3.12E-05,-1.15E-05,2.91E-07,-2.37E-05,-0.000109043,-0.000202282,-0.000264021,-0.000268536,-0.000234364,-0.000202527,-0.000178718
4.73E-05,1.51E-05,-1.60E-05,-5.28E-05,-8.96E-05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.000199795,-0.000145306,-0.000106194,-5.51E-05,-1.37E-05,2.53E-05,4.82E-05,4.44E-05,-1.40E-05,-3.81E-05,-6.98E-06,3.30E-05,4.72E-05,1.48E-05,-3.35E-05,-3.70E-05,1.20E-07,2.23E-05,1.71E-05,8.39E-06,-2.45E-05,-8.53E-05,-0.000111506,-9.12E-05,-7.84E-05,-0.000104159
1.11E-05,-8.88E-06,-2.08E-05,-4.14E-05,-6.58E-05,-4.58E-05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.000101829,-0.00022837,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.000149395,-0.000138773,-0.000119446,-8.91E-05,-6.53E-05,-4.54E-05,-4.11E-05,NaN,NaN,NaN,NaN,-5.35E-05,-5.01E-05,-5.87E-05,-1.89E-05,-3.18E-06,-1.55E-05,-3.27E-05,-3.34E-05,-1.71E-06,9.19E-06,-4.31E-05,-8.99E-05,-7.16E-05,-3.35E-05,-2.86E-05
-5.93E-05,-6.91E-05,-7.74E-05,-8.99E-05,-8.81E-05,-7.17E-05,-5.85E-05,1.14E-05,8.74E-05,NaN,NaN,NaN,NaN,NaN,5.53E-05,-0.000107811,-0.000216408,-0.000200064,-8.63E-05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.000145684,-0.000100141,-5.61E-05,-4.86E-05,-6.17E-05,-6.63E-05,-5.89E-05,-6.41E-05,-8.38E-05,-0.00011428,-0.000118402,-7.46E-05,-4.34E-05
-0.000104723,-0.000125484,-0.000142456,-0.000145221,-0.00013548,-0.000107065,-4.75E-05,3.22E-05,0.000140576,0.000195846,0.000170448,0.000184349,0.000194389,0.000137477,1.23E-05,-7.07E-05,-5.46E-05,1.63E-05,7.53E-05,0.000113517,0.000116262,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-4.84E-05,-4.14E-05,-6.84E-05,-0.000114619,-0.000153515,-0.000154784,-0.000140602,-0.000141076,-0.00013013,-0.000141111
-0.000100724,-0.000125656,-0.000147944,-0.000152459,-0.00013898,-0.000108678,-6.40E-05,-4.00E-06,4.66E-05,7.75E-05,0.000109097,0.000113405,7.69E-05,-2.17E-05,-9.85E-05,-6.42E-05,6.65E-05,0.000196044,0.000251525,0.000248001,0.00019796,0.000139976,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.80E-05,-2.12E-05,-4.77E-05,-9.53E-05,-0.000136885,-0.000158008,-0.000171165,-0.000201298,-0.000246207,-0.000299706
